REF_DATE,GEO,DGUID,Classification_of_Instructional_Program_(CIP),Population_characteristics,Employment,Role,avg_hours_class_teaching,avg_hours_other_teaching,avg_hours_research,avg_hours_administrative,avg_hours_total
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Male gender [M],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",10.2,8,1.6,3,40
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Male gender [M],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",5.3,4.3,2.8,1.1,41
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Male gender [M],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",13.1,14.1,2.2,5.1,45
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Male gender [M],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",4.2,6.4,8.1,4.5,46
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Male gender [M],More than one job or business,"Role, total",7.1,7.3,4.1,3.1,43
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Male gender [M],More than one job or business,"University professor, instructor, teacher, or researcher",4.8,5.2,5.1,2.6,43
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Male gender [M],Only job,"College professor, instructor, teacher, or researcher",14.7,16.1,2.6,4.3,38
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Male gender [M],Only job,"Contract, college professor, instructor, teacher, or researcher",15.5,14.8,2.6,3.3,36
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Male gender [M],Only job,"Contract, university professor, instructor, teacher, or researcher",4.3,9.9,12.8,1.9,29
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Male gender [M],Only job,"Permanent, college professor, instructor, teacher, or researcher",14.4,16.6,2.6,4.7,38
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Male gender [M],Only job,"Permanent, university professor, instructor, teacher, or researcher",5.5,10.7,20,8.9,46
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Male gender [M],Only job,"Role, total",9.2,12.9,11.9,6.1,40
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Male gender [M],Only job,"University professor, instructor, teacher, or researcher",5.2,10.5,18.8,7.4,42
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Non-Indigenous identity [2],More than one job or business,"College professor, instructor, teacher, or researcher",11.2,11.7,1.6,3.5,41
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Non-Indigenous identity [2],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",10,10,1.2,2.2,39
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Non-Indigenous identity [2],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.5,5.9,2.9,1,40
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Non-Indigenous identity [2],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",12.3,13.2,1.8,4.6,43
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Non-Indigenous identity [2],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",4.3,7.1,7,5.4,46
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Non-Indigenous identity [2],More than one job or business,"Role, total",6.7,8.2,3.7,3.1,42
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Non-Indigenous identity [2],More than one job or business,"University professor, instructor, teacher, or researcher",4.4,6.4,4.7,2.9,42
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Non-Indigenous identity [2],Only job,"College professor, instructor, teacher, or researcher",13.8,17.4,2,4.3,37
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Non-Indigenous identity [2],Only job,"Contract, college professor, instructor, teacher, or researcher",13.5,15.8,2.4,3,35
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Non-Indigenous identity [2],Only job,"Contract, university professor, instructor, teacher, or researcher",5,11.1,12.4,2.2,31
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Non-Indigenous identity [2],Only job,"Permanent, college professor, instructor, teacher, or researcher",13.9,17.9,1.9,4.7,38
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Non-Indigenous identity [2],Only job,"Permanent, university professor, instructor, teacher, or researcher",5.5,11.3,19.2,8.9,45
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Non-Indigenous identity [2],Only job,"Role, total",9.5,14.2,10,5.8,40
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Non-Indigenous identity [2],Only job,"University professor, instructor, teacher, or researcher",5.4,11.2,17.6,7.3,42
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],More than one job or business,"College professor, instructor, teacher, or researcher",11.6,12,1.5,3.7,41
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",10.6,10.4,1.1,2.4,40
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.3,6.1,2.8,1,40
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",12.3,13.2,1.8,4.7,43
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",4.3,7.5,6.6,5.2,46
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],More than one job or business,"Role, total",6.8,8.5,3.4,3.1,42
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],More than one job or business,"University professor, instructor, teacher, or researcher",4.3,6.7,4.5,2.8,42
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],Only job,"College professor, instructor, teacher, or researcher",13.8,17.7,1.8,4.4,38
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],Only job,"Contract, college professor, instructor, teacher, or researcher",13.5,16.3,2.2,3,35
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],Only job,"Contract, university professor, instructor, teacher, or researcher",5.5,12.4,10.3,2,30
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],Only job,"Permanent, college professor, instructor, teacher, or researcher",13.8,18.1,1.7,4.8,38
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],Only job,"Permanent, university professor, instructor, teacher, or researcher",5.5,11.3,18.5,9.1,44
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],Only job,"Role, total",9.7,14.7,9.1,6,39
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Not a visible minority [2],Only job,"University professor, instructor, teacher, or researcher",5.5,11.5,16.7,7.6,41
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"College professor, instructor, teacher, or researcher",11.3,11.7,1.6,3.6,41
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"Contract, college professor, instructor, teacher, or researcher",10.1,9.9,1.2,2.3,39
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.5,5.9,2.9,1,40
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",12.3,13.2,1.8,4.7,43
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",4.3,7.2,7.2,5.4,46
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"Role, total",6.7,8.2,3.7,3.1,42
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",More than one job or business,"University professor, instructor, teacher, or researcher",4.4,6.5,4.8,2.9,42
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"College professor, instructor, teacher, or researcher",13.8,17.4,2,4.3,37
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"Contract, college professor, instructor, teacher, or researcher",13.5,15.8,2.4,3,35
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"Contract, university professor, instructor, teacher, or researcher",5,11.1,12.5,2.2,31
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"Permanent, college professor, instructor, teacher, or researcher",13.8,17.9,1.9,4.7,38
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"Permanent, university professor, instructor, teacher, or researcher",5.5,11.3,19.2,8.9,45
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"Role, total",9.5,14.2,10,5.9,40
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Self-reported disability, total",Only job,"University professor, instructor, teacher, or researcher",5.4,11.3,17.6,7.3,42
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"College professor, instructor, teacher, or researcher",7.6,7.5,3,2,40
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",6.6,6.3,2.1,1.8,38
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",6.3,3.5,3.8,0.8,43
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",11.1,11.3,4.5,2.9,47
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",4.2,4.6,12.7,6.9,46
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"Role, total",5.9,4.9,6.6,3.2,43
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],More than one job or business,"University professor, instructor, teacher, or researcher",5.3,4,7.9,3.6,44
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"College professor, instructor, teacher, or researcher",13.9,12.7,4.5,2.9,34
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"Contract, college professor, instructor, teacher, or researcher",14,10.9,4.5,2.4,32
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"Contract, university professor, instructor, teacher, or researcher",3.4,7,19.7,2.7,33
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"Permanent, college professor, instructor, teacher, or researcher",14,13.7,4.6,3.3,35
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"Permanent, university professor, instructor, teacher, or researcher",5.8,11.4,24,7.5,49
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"Role, total",7.4,10.6,17.5,5,41
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total",Visible minority [1],Only job,"University professor, instructor, teacher, or researcher",4.9,9.8,22,5.8,43
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"College professor, instructor, teacher, or researcher",11.3,11.7,1.6,3.6,41
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"Contract, college professor, instructor, teacher, or researcher",10.1,9.9,1.2,2.3,39
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"Contract, university professor, instructor, teacher, or researcher",4.5,5.9,2.9,1,40
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",12.3,13.2,1.8,4.7,43
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",4.3,7.2,7.2,5.4,46
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"Role, total",6.7,8.2,3.7,3.1,42
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",More than one job or business,"University professor, instructor, teacher, or researcher",4.4,6.5,4.8,2.9,42
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"College professor, instructor, teacher, or researcher",13.8,17.4,2,4.3,37
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"Contract, college professor, instructor, teacher, or researcher",13.5,15.8,2.4,3,35
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"Contract, university professor, instructor, teacher, or researcher",5,11.1,12.5,2.2,31
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"Permanent, college professor, instructor, teacher, or researcher",13.8,17.9,1.9,4.7,38
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"Permanent, university professor, instructor, teacher, or researcher",5.5,11.3,19.2,8.9,45
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"Role, total",9.5,14.2,10,5.9,40
2019,Quebec,2016A000224,"STEM and BHASE groupings - Classification of Instructional Programs (CIP) 2016, total","Visible minority status, total",Only job,"University professor, instructor, teacher, or researcher",5.4,11.3,17.6,7.3,42
2019,Territories,2016A00016,BHASE [b],Female gender [F],More than one job or business,"College professor, instructor, teacher, or researcher",5.8,6.5,0.4,1.1,38
2019,Territories,2016A00016,BHASE [b],Female gender [F],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",6.6,6.5,0.4,1,39
2019,Territories,2016A00016,BHASE [b],Female gender [F],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Female gender [F],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Female gender [F],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Female gender [F],More than one job or business,"Role, total",5.8,6.5,0.4,1.1,38
2019,Territories,2016A00016,BHASE [b],Female gender [F],More than one job or business,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Female gender [F],Only job,"College professor, instructor, teacher, or researcher",7,8.1,11,9.3,35
2019,Territories,2016A00016,BHASE [b],Female gender [F],Only job,"Contract, college professor, instructor, teacher, or researcher",6.8,6.7,16.5,9.3,39
2019,Territories,2016A00016,BHASE [b],Female gender [F],Only job,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Female gender [F],Only job,"Permanent, college professor, instructor, teacher, or researcher",7.4,10.1,2.7,9.4,30
2019,Territories,2016A00016,BHASE [b],Female gender [F],Only job,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Female gender [F],Only job,"Role, total",7,8.1,11,9.3,35
2019,Territories,2016A00016,BHASE [b],Female gender [F],Only job,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Gender diverse [D],More than one job or business,"College professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Gender diverse [D],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Gender diverse [D],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Gender diverse [D],More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Gender diverse [D],More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Gender diverse [D],More than one job or business,"Role, total",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Gender diverse [D],More than one job or business,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Gender diverse [D],Only job,"College professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Gender diverse [D],Only job,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Gender diverse [D],Only job,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Gender diverse [D],Only job,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Gender diverse [D],Only job,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Gender diverse [D],Only job,"Role, total",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Gender diverse [D],Only job,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Gender, total",More than one job or business,"College professor, instructor, teacher, or researcher",9,6.7,2.8,1.5,40
2019,Territories,2016A00016,BHASE [b],"Gender, total",More than one job or business,"Contract, college professor, instructor, teacher, or researcher",7.2,6.6,2.5,1.5,41
2019,Territories,2016A00016,BHASE [b],"Gender, total",More than one job or business,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Gender, total",More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",13.1,7.2,3.7,1.6,38
2019,Territories,2016A00016,BHASE [b],"Gender, total",More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Gender, total",More than one job or business,"Role, total",9,6.2,3,1.7,40
2019,Territories,2016A00016,BHASE [b],"Gender, total",More than one job or business,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Gender, total",Only job,"College professor, instructor, teacher, or researcher",12.5,9.7,7.3,8.1,38
2019,Territories,2016A00016,BHASE [b],"Gender, total",Only job,"Contract, college professor, instructor, teacher, or researcher",13.1,5.4,11.9,7.8,38
2019,Territories,2016A00016,BHASE [b],"Gender, total",Only job,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Gender, total",Only job,"Permanent, college professor, instructor, teacher, or researcher",11.9,13.2,3.5,8.4,37
2019,Territories,2016A00016,BHASE [b],"Gender, total",Only job,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],"Gender, total",Only job,"Role, total",12.5,9.7,7.3,8.1,38
2019,Territories,2016A00016,BHASE [b],"Gender, total",Only job,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has a self-reported disability,More than one job or business,"College professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has a self-reported disability,More than one job or business,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has a self-reported disability,More than one job or business,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has a self-reported disability,More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has a self-reported disability,More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has a self-reported disability,More than one job or business,"Role, total",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has a self-reported disability,More than one job or business,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has a self-reported disability,Only job,"College professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has a self-reported disability,Only job,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has a self-reported disability,Only job,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has a self-reported disability,Only job,"Permanent, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has a self-reported disability,Only job,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has a self-reported disability,Only job,"Role, total",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has a self-reported disability,Only job,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has no self-reported disability,More than one job or business,"College professor, instructor, teacher, or researcher",9.1,6.9,3,1.6,41
2019,Territories,2016A00016,BHASE [b],Has no self-reported disability,More than one job or business,"Contract, college professor, instructor, teacher, or researcher",7.1,7,2.8,1.7,42
2019,Territories,2016A00016,BHASE [b],Has no self-reported disability,More than one job or business,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has no self-reported disability,More than one job or business,"Permanent, college professor, instructor, teacher, or researcher",13.1,7.2,3.7,1.6,38
2019,Territories,2016A00016,BHASE [b],Has no self-reported disability,More than one job or business,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has no self-reported disability,More than one job or business,"Role, total",9.1,6.4,3.2,1.7,40
2019,Territories,2016A00016,BHASE [b],Has no self-reported disability,More than one job or business,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has no self-reported disability,Only job,"College professor, instructor, teacher, or researcher",12.3,8.6,7.8,8.4,37
2019,Territories,2016A00016,BHASE [b],Has no self-reported disability,Only job,"Contract, college professor, instructor, teacher, or researcher",13,5.5,12.2,8.1,39
2019,Territories,2016A00016,BHASE [b],Has no self-reported disability,Only job,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has no self-reported disability,Only job,"Permanent, college professor, instructor, teacher, or researcher",11.6,11.5,3.8,8.6,35
2019,Territories,2016A00016,BHASE [b],Has no self-reported disability,Only job,"Permanent, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Has no self-reported disability,Only job,"Role, total",12.3,8.6,7.8,8.4,37
2019,Territories,2016A00016,BHASE [b],Has no self-reported disability,Only job,"University professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Indigenous identity [1],More than one job or business,"College professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Indigenous identity [1],More than one job or business,"Contract, college professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
2019,Territories,2016A00016,BHASE [b],Indigenous identity [1],More than one job or business,"Contract, university professor, instructor, teacher, or researcher",-Inf,-Inf,-Inf,-Inf,-Inf
